subject 	task 	staircase 	trialNum 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
charlieCir 	 dot-jump 	 False 	118	10	-2.828427125	-2.828427125	-3.863703305	1.03527618	-2.933273222	-2.900315096	 False 	15	10	24	5	9	2	4	20	19	21	22	13	6	8	3	23	12	10	11	1	18	17	7	14	15	16	0
charlieCir 	 dot-jump 	 False 	119	14	1.03527618	-3.863703305	-3.464101615	-2	1.219450665	-3.7901845	 False 	3	10	11	18	21	14	19	4	15	16	2	6	9	20	23	13	3	22	8	5	24	7	1	10	12	17	0
charlieCir 	 dot-jump 	 False 	120	3	-2	3.464101615	-2.828427125	2.828427125	-1.977487565	3.427645113	 False 	15	10	2	8	23	19	11	6	9	12	24	10	4	18	15	20	17	3	22	7	21	1	13	5	14	16	0
charlieCir 	 dot-jump 	 False 	121	10	-2.828427125	-2.828427125	-2.828427125	-2.828427125	-2.768482592	-2.669608213	 True 	10	10	9	13	23	2	7	5	16	3	19	21	10	17	14	20	8	15	24	11	18	22	6	12	4	1	0
charlieCir 	 dot-jump 	 False 	122	16	2.828427125	-2.828427125	2.828427125	-2.828427125	2.933273222	-2.834398844	 True 	10	10	3	1	13	19	6	4	14	11	23	24	16	12	20	17	10	2	18	15	9	8	22	7	5	21	0
charlieCir 	 dot-jump 	 False 	123	16	2.828427125	-2.828427125	2.828427125	-2.828427125	2.801440718	-2.933273222	 True 	10	10	18	7	21	3	19	14	22	2	5	8	16	4	20	6	12	10	1	9	11	15	23	24	13	17	0
charlieCir 	 dot-jump 	 False 	124	11	-2	-3.464101615	2.828427125	2.828427125	-1.878613187	-3.394686987	 False 	12	10	13	21	8	15	7	9	14	20	12	2	22	10	11	3	1	23	17	6	24	16	18	4	19	5	0
charlieCir 	 dot-jump 	 False 	125	21	3.464101615	2	-4	0	3.361728861	2.076361944	 False 	6	10	5	20	12	17	24	18	21	6	16	22	7	13	1	11	2	9	15	8	4	23	3	10	19	14	0
charlieCir 	 dot-jump 	 False 	126	15	2	-3.464101615	0	4	1.812696935	-3.592435744	 False 	23	10	4	2	8	19	7	13	16	10	24	9	1	11	23	14	21	5	20	17	12	22	3	6	18	15	0
charlieCir 	 dot-jump 	 False 	127	15	2	-3.464101615	-3.863703305	-1.03527618	1.944529439	-3.427645113	 False 	12	10	2	7	18	20	4	3	12	13	14	17	8	5	15	23	10	22	9	24	11	21	6	16	1	19	0
charlieCir 	 dot-jump 	 False 	128	19	4	0	-1.03527618	3.863703305	4.119765761	-0.032958126	 False 	11	10	21	18	1	12	6	13	22	4	15	23	2	19	10	24	5	7	17	9	20	8	16	14	11	3	0
charlieCir 	 dot-jump 	 False 	129	4	-2.828427125	2.828427125	-3.464101615	2	-2.735524466	2.735524466	 False 	16	10	19	11	6	12	9	22	3	7	18	23	5	10	13	17	2	14	4	15	20	21	16	1	8	24	0
charlieCir 	 dot-jump 	 False 	130	9	-3.464101615	-2	2	3.464101615	-3.526519492	-2.043403818	 False 	13	10	7	16	14	3	1	17	19	2	6	13	23	10	15	9	8	22	12	11	18	4	21	20	24	5	0
charlieCir 	 dot-jump 	 False 	131	10	-2.828427125	-2.828427125	-3.464101615	-2	-2.768482592	-2.900315096	 False 	13	10	13	6	14	19	20	1	23	22	17	16	9	12	3	10	24	15	18	7	11	4	21	2	5	8	0
charlieCir 	 dot-jump 	 False 	132	21	3.464101615	2	2.828427125	2.828427125	3.493561366	1.911571313	 False 	13	10	24	7	12	23	6	8	4	3	2	20	22	14	11	21	13	16	9	10	5	17	18	1	19	15	0
charlieCir 	 dot-jump 	 False 	133	4	-2.828427125	2.828427125	-4	0	-2.801440718	2.669608213	 False 	13	10	17	16	11	5	22	8	10	14	1	18	7	3	19	4	23	20	13	12	6	24	21	9	2	15	0
charlieCir 	 dot-jump 	 False 	134	9	-3.464101615	-2	-1.03527618	-3.863703305	-3.394686987	-2.142278196	 False 	8	10	14	3	20	2	18	6	17	1	9	23	12	7	11	8	13	22	10	21	24	16	5	19	15	4	0
charlieCir 	 dot-jump 	 False 	135	9	-3.464101615	-2	4	0	-3.493561366	-1.977487565	 False 	11	10	23	24	14	12	7	2	10	21	11	8	19	9	4	3	1	13	17	22	16	6	5	18	15	20	0
charlieCir 	 dot-jump 	 False 	136	17	3.464101615	-2	-3.464101615	2	3.328770735	-2.076361944	 False 	11	10	21	14	13	18	19	7	3	24	22	15	5	17	2	4	12	8	16	1	11	23	10	20	6	9	0
charlieCir 	 dot-jump 	 False 	137	5	-3.464101615	2	2.828427125	2.828427125	-3.46060324	1.812696935	 False 	11	10	17	7	11	24	12	2	14	8	13	6	22	5	23	15	3	1	9	18	16	19	20	21	4	10	0
charlieCir 	 dot-jump 	 False 	138	12	-1.03527618	-3.863703305	0	-4	-1.054660035	-4.053849509	 False 	21	10	6	15	17	10	1	2	9	7	11	19	13	24	3	8	21	16	20	18	14	23	4	12	5	22	0
charlieCir 	 dot-jump 	 False 	139	9	-3.464101615	-2	3.464101615	-2	-3.328770735	-2.010445692	 False 	12	10	8	1	20	13	19	22	14	10	23	3	17	6	9	4	16	5	2	15	21	7	18	12	11	24	0
charlieCir 	 dot-jump 	 False 	140	15	2	-3.464101615	0	4	2.076361944	-3.592435744	 False 	12	10	12	21	4	11	18	17	24	14	19	16	1	13	15	23	2	22	5	20	8	10	6	3	7	9	0
charlieCir 	 dot-jump 	 False 	141	19	4	0	-3.863703305	1.03527618	4.086807635	-0.032958126	 False 	9	10	10	4	9	7	21	12	15	20	2	19	6	18	5	8	14	13	11	17	23	1	24	3	16	22	0
charlieCir 	 dot-jump 	 False 	142	21	3.464101615	2	3.863703305	1.03527618	3.526519492	1.746780683	 False 	9	10	9	10	13	6	2	3	17	16	23	21	20	11	8	24	1	5	4	12	14	15	18	7	19	22	0
charlieCir 	 dot-jump 	 False 	143	23	2	3.464101615	2	3.464101615	2.043403818	3.394686987	 True 	10	10	17	11	14	13	1	18	8	3	2	22	23	6	4	5	9	19	21	16	10	20	12	7	15	24	0
charlieCir 	 dot-jump 	 False 	144	23	2	3.464101615	2.828427125	2.828427125	2.10932007	3.592435744	 False 	19	10	20	13	16	18	10	8	7	19	4	3	22	14	24	15	6	2	12	11	21	23	1	5	9	17	0
charlieCir 	 dot-jump 	 False 	145	15	2	-3.464101615	2	-3.464101615	2.076361944	-3.592435744	 True 	10	10	14	5	7	10	24	8	2	17	3	11	15	16	22	12	1	19	13	18	21	20	9	4	23	6	0
charlieCir 	 dot-jump 	 False 	146	22	2.828427125	2.828427125	0	4	2.801440718	2.768482592	 False 	16	10	11	13	15	6	5	9	24	7	12	16	1	2	23	4	14	20	22	10	8	19	18	3	21	17	0
charlieCir 	 dot-jump 	 False 	147	16	2.828427125	-2.828427125	2	-3.464101615	2.735524466	-2.966231348	 False 	11	10	7	1	6	11	20	23	10	21	18	24	15	16	3	8	17	22	12	13	9	5	14	4	19	2	0
charlieCir 	 dot-jump 	 False 	148	15	2	-3.464101615	-3.863703305	-1.03527618	1.911571313	-3.394686987	 False 	9	10	3	1	22	24	18	20	14	11	19	15	8	12	16	4	21	9	7	5	23	13	10	2	6	17	0
charlieCir 	 dot-jump 	 False 	149	19	4	0	3.863703305	-1.03527618	4.119765761	0.032958126	 False 	20	10	8	23	12	17	9	1	10	16	14	13	18	5	21	6	20	7	24	22	4	2	19	15	11	3	0
charlieCir 	 dot-jump 	 False 	150	11	-2	-3.464101615	-1.03527618	-3.863703305	-1.944529439	-3.592435744	 False 	5	10	1	3	9	20	23	11	14	18	19	5	12	13	16	24	17	10	4	22	7	2	15	8	6	21	0
charlieCir 	 dot-jump 	 False 	151	17	3.464101615	-2	3.464101615	-2	3.62539387	-1.878613187	 True 	10	10	6	5	24	23	8	18	3	1	7	20	17	22	9	13	21	2	19	16	15	11	10	4	12	14	0
charlieCir 	 dot-jump 	 False 	152	23	2	3.464101615	1.03527618	3.863703305	2.010445692	3.328770735	 False 	8	10	9	1	17	4	10	11	7	18	23	13	24	3	19	6	8	2	20	21	16	15	12	22	5	14	0
charlieCir 	 dot-jump 	 False 	153	2	-1.03527618	3.863703305	0	4	0	0	 False 	8	10	19	24	17	18	5	4	8	9	2	3	1	23	21	22	12	11	15	20	6	16	14	13	10	7	0
charlieCir 	 dot-jump 	 False 	154	22	2.828427125	2.828427125	2.828427125	2.828427125	2.966231348	2.768482592	 True 	10	10	11	20	16	14	15	17	12	19	1	24	22	13	3	6	21	18	2	5	9	4	10	7	8	23	0
charlieCir 	 dot-jump 	 False 	155	10	-2.828427125	-2.828427125	-2	-3.464101615	-2.702566339	-2.768482592	 False 	11	10	3	18	13	17	8	9	1	24	12	2	11	10	4	15	20	5	16	6	23	21	7	22	14	19	0
charlieCir 	 dot-jump 	 False 	156	11	-2	-3.464101615	-2	-3.464101615	-1.944529439	-3.526519492	 True 	10	10	9	2	3	22	12	20	10	13	5	16	11	21	4	23	1	7	17	18	6	24	8	19	15	14	0
charlieCir 	 dot-jump 	 False 	157	16	2.828427125	-2.828427125	-2.828427125	-2.828427125	2.999189474	-2.900315096	 False 	8	10	6	2	7	9	24	23	12	11	16	5	10	15	21	3	1	18	4	19	14	22	8	13	20	17	0
charlieCir 	 dot-jump 	 False 	158	4	-2.828427125	2.828427125	3.464101615	2	-2.636650087	2.933273222	 False 	20	10	24	23	14	7	12	2	18	9	20	16	21	5	17	3	11	1	15	6	19	13	4	22	8	10	0
charlieCir 	 dot-jump 	 False 	159	12	-1.03527618	-3.863703305	-2	-3.464101615	-1.087618161	-3.856100753	 False 	21	10	2	16	20	22	23	13	4	17	19	14	11	8	3	24	7	1	10	21	5	9	18	12	6	15	0
charlieCir 	 dot-jump 	 False 	160	9	-3.464101615	-2	2.828427125	2.828427125	-3.427645113	-2.076361944	 False 	12	10	24	14	10	11	12	8	16	19	13	2	22	4	9	3	21	17	15	1	5	18	6	7	23	20	0
charlieCir 	 dot-jump 	 False 	161	23	2	3.464101615	-3.863703305	1.03527618	2.10932007	3.394686987	 False 	11	10	7	15	4	20	2	24	16	18	21	19	6	23	11	5	8	9	14	13	17	22	12	3	10	1	0
charlieCir 	 dot-jump 	 False 	162	11	-2	-3.464101615	-2	-3.464101615	-1.911571313	-3.592435744	 True 	10	10	24	4	10	19	1	18	7	5	9	13	11	15	3	20	21	12	14	2	8	17	23	22	6	16	0
charlieCir 	 dot-jump 	 False 	163	14	1.03527618	-3.863703305	1.03527618	-3.863703305	1.054660035	-3.889058879	 True 	10	10	2	12	23	6	13	9	21	18	20	19	14	5	7	22	17	24	8	1	15	4	16	10	3	11	0
charlieCir 	 dot-jump 	 False 	164	24	1.03527618	3.863703305	3.464101615	2	0.922827531	3.724268248	 False 	7	10	11	17	16	13	15	6	3	24	2	8	21	1	18	20	5	19	23	4	12	9	14	7	10	22	0
charlieCir 	 dot-jump 	 False 	165	7	-4	0	-1.03527618	3.863703305	-4.053849509	-0.098874378	 False 	7	10	10	18	19	13	3	11	14	7	22	5	2	20	6	24	16	23	8	1	15	4	9	21	17	12	0
charlieCir 	 dot-jump 	 False 	166	6	-3.863703305	1.03527618	-3.863703305	-1.03527618	-3.7901845	0.955785657	 False 	13	10	3	19	1	17	22	11	16	21	24	9	8	4	7	6	2	10	13	14	5	12	18	20	15	23	0
charlieCir 	 dot-jump 	 False 	167	4	-2.828427125	2.828427125	2.828427125	2.828427125	-2.900315096	2.933273222	 False 	15	10	9	17	13	18	1	7	23	21	12	19	22	2	6	20	14	4	11	5	3	10	15	24	8	16	0
charlieCir 	 dot-jump 	 False 	168	16	2.828427125	-2.828427125	3.863703305	-1.03527618	2.900315096	-2.933273222	 False 	12	10	24	6	10	1	13	19	8	20	12	11	18	4	16	23	17	2	9	15	21	7	22	3	5	14	0
charlieCir 	 dot-jump 	 False 	169	4	-2.828427125	2.828427125	1.03527618	-3.863703305	-2.834398844	2.735524466	 False 	7	10	10	16	7	2	13	19	5	4	17	18	14	3	20	22	1	6	8	21	9	15	24	11	23	12	0
charlieCir 	 dot-jump 	 False 	170	6	-3.863703305	1.03527618	-3.464101615	2	-3.856100753	1.021701909	 False 	5	10	1	22	21	18	12	6	19	23	16	17	5	24	7	13	4	15	10	14	20	8	9	11	3	2	0
charlieCir 	 dot-jump 	 False 	171	19	4	0	4	0	4.053849509	-0.197748757	 True 	10	10	17	8	4	1	13	18	23	20	9	5	19	10	11	24	16	22	2	15	7	21	12	14	3	6	0
charlieCir 	 dot-jump 	 False 	172	18	3.863703305	-1.03527618	3.863703305	-1.03527618	3.954975131	-1.153534413	 True 	10	10	17	11	22	24	21	12	4	2	3	10	18	15	14	5	16	20	13	8	7	23	19	9	1	6	0
charlieCir 	 dot-jump 	 False 	173	10	-2.828427125	-2.828427125	1.03527618	-3.863703305	-2.834398844	-2.999189474	 False 	18	10	23	6	12	18	16	15	7	9	24	11	14	8	17	3	19	4	22	13	10	1	5	20	21	2	0
charlieCir 	 dot-jump 	 False 	174	22	2.828427125	2.828427125	2	3.464101615	2.933273222	2.768482592	 False 	11	10	2	1	12	7	17	11	8	20	5	16	23	22	13	10	14	6	21	24	18	15	4	9	19	3	0
charlieCir 	 dot-jump 	 False 	175	24	1.03527618	3.863703305	0	4	1.054660035	3.691310122	 False 	9	10	2	9	4	8	13	23	3	7	5	24	1	14	16	6	20	11	18	17	19	22	10	12	21	15	0
charlieCir 	 dot-jump 	 False 	176	11	-2	-3.464101615	-2.828427125	-2.828427125	-2.142278196	-3.691310122	 False 	4	10	5	23	3	20	11	12	24	18	7	1	10	17	21	4	14	15	13	9	19	22	2	6	8	16	0
charlieCir 	 dot-jump 	 False 	177	2	-1.03527618	3.863703305	-2	3.464101615	-1.054660035	3.757226374	 False 	16	10	14	4	18	16	10	8	22	21	6	12	3	1	23	9	15	11	2	5	19	7	13	24	17	20	0
charlieCir 	 dot-jump 	 False 	178	4	-2.828427125	2.828427125	-2	3.464101615	-2.933273222	2.900315096	 False 	15	10	24	21	11	20	5	22	6	17	8	14	3	7	10	13	18	4	19	16	23	1	12	9	15	2	0
charlieCir 	 dot-jump 	 False 	179	17	3.464101615	-2	-2	-3.464101615	3.559477618	-2.043403818	 False 	8	10	4	15	24	3	10	14	21	13	17	1	11	18	7	5	2	22	12	8	6	20	19	9	16	23	0
charlieCir 	 dot-jump 	 False 	180	22	2.828427125	2.828427125	2	3.464101615	2.768482592	2.735524466	 False 	18	10	13	15	24	17	6	1	11	5	20	14	23	2	3	21	9	10	4	16	22	12	19	18	8	7	0
charlieCir 	 dot-jump 	 False 	181	9	-3.464101615	-2	-3.464101615	2	-3.46060324	-2.175236322	 False 	13	10	3	24	22	7	14	8	6	1	16	19	5	11	4	9	15	13	20	17	12	18	2	10	21	23	0
charlieCir 	 dot-jump 	 False 	182	15	2	-3.464101615	0	4	1.977487565	-3.46060324	 False 	22	10	7	13	16	6	18	21	5	22	20	24	1	14	4	23	12	11	19	8	3	17	9	10	15	2	0
charlieCir 	 dot-jump 	 False 	183	5	-3.464101615	2	0	-4	-3.62539387	1.812696935	 False 	8	10	16	24	15	1	10	12	8	18	5	11	13	17	22	21	14	3	2	19	6	20	23	9	4	7	0
charlieCir 	 dot-jump 	 False 	184	11	-2	-3.464101615	0	-4	-1.845655061	-3.526519492	 False 	11	10	2	7	16	19	15	21	1	20	6	8	13	11	5	3	18	12	4	14	10	17	23	9	24	22	0
charlieCir 	 dot-jump 	 False 	185	9	-3.464101615	-2	-1.03527618	3.863703305	-3.361728861	-1.944529439	 False 	18	10	24	23	16	4	1	5	12	14	22	21	2	8	10	17	3	7	18	11	9	19	20	6	13	15	0
charlieCir 	 dot-jump 	 False 	186	11	-2	-3.464101615	-2.828427125	-2.828427125	-1.977487565	-3.46060324	 False 	0	10	11	24	8	19	23	12	16	5	17	9	10	13	7	15	18	4	6	21	1	3	14	22	20	2	0
charlieCir 	 dot-jump 	 False 	187	13	0	-4	-1.03527618	3.863703305	0.065916252	-4.020891383	 False 	11	10	15	18	24	19	3	22	4	9	20	10	2	13	21	5	17	23	14	6	16	7	11	8	1	12	0
charlieCir 	 dot-jump 	 False 	188	5	-3.464101615	2	-3.863703305	1.03527618	-3.46060324	2.010445692	 False 	13	10	13	21	23	15	4	22	12	2	24	19	6	10	18	5	17	11	1	7	8	3	20	14	9	16	0
charlieCir 	 dot-jump 	 False 	189	22	2.828427125	2.828427125	2	3.464101615	2.834398844	2.735524466	 False 	2	10	11	1	22	21	8	13	5	6	20	9	23	4	15	10	14	24	3	19	12	17	16	18	7	2	0
charlieCir 	 dot-jump 	 False 	190	9	-3.464101615	-2	-3.464101615	-2	-3.427645113	-2.10932007	 True 	10	10	16	1	11	10	13	24	5	12	23	14	9	17	15	2	20	7	18	6	3	8	22	19	21	4	0
charlieCir 	 dot-jump 	 False 	191	24	1.03527618	3.863703305	0	4	1.021701909	3.889058879	 False 	18	10	7	18	19	4	15	8	3	16	23	12	1	5	9	10	21	20	17	6	24	11	2	22	14	13	0
charlieCir 	 dot-jump 	 False 	192	5	-3.464101615	2	-3.464101615	2	-3.295812609	1.911571313	 True 	10	10	20	18	24	3	4	19	11	8	17	7	5	23	10	15	22	1	2	6	16	9	12	14	21	13	0
charlieCir 	 dot-jump 	 False 	193	23	2	3.464101615	-1.03527618	-3.863703305	2.10932007	3.493561366	 False 	0	10	23	7	6	9	19	8	13	18	24	1	12	16	4	15	22	11	3	5	14	21	17	20	10	2	0
charlieCir 	 dot-jump 	 False 	194	1	0	4	-1.03527618	-3.863703305	-0.16479063	3.823142626	 False 	14	10	21	23	13	19	8	16	22	4	5	2	12	17	3	9	1	15	6	18	24	10	20	7	11	14	0
charlieCir 	 dot-jump 	 False 	195	23	2	3.464101615	4	0	2.043403818	3.394686987	 False 	9	10	9	10	7	3	22	8	21	15	18	23	19	2	17	14	24	13	11	4	6	16	12	1	20	5	0
charlieCir 	 dot-jump 	 False 	196	4	-2.828427125	2.828427125	1.03527618	3.863703305	-2.570733835	2.86735697	 False 	11	10	16	14	3	23	21	18	11	5	19	10	24	4	15	17	12	2	20	1	6	8	7	22	13	9	0
charlieCir 	 dot-jump 	 False 	197	20	3.863703305	1.03527618	3.464101615	2	3.7901845	1.054660035	 False 	6	10	15	18	7	11	22	5	20	17	9	13	21	14	4	12	1	2	24	19	3	6	8	10	23	16	0
charlieCir 	 dot-jump 	 False 	198	15	2	-3.464101615	1.03527618	-3.863703305	2.208194448	-3.691310122	 False 	0	10	15	18	21	7	10	6	3	24	17	9	14	2	1	11	4	12	8	23	22	5	20	13	16	19	0
charlieCir 	 dot-jump 	 False 	199	3	-2	3.464101615	-1.03527618	3.863703305	-2.043403818	3.361728861	 False 	22	10	18	22	10	24	4	16	19	21	12	7	2	13	17	6	9	15	14	20	5	11	23	1	3	8	0
charlieCir 	 dot-jump 	 False 	200	15	2	-3.464101615	0	-4	1.944529439	-3.46060324	 False 	11	10	17	16	2	14	9	4	24	10	22	6	13	15	23	18	12	20	1	7	21	11	19	5	3	8	0
charlieCir 	 dot-jump 	 False 	201	13	0	-4	0	-4	0.098874378	-4.152723887	 True 	10	10	22	1	3	14	18	9	4	11	8	21	13	5	17	12	24	6	10	20	19	23	15	2	16	7	0
charlieCir 	 dot-jump 	 False 	202	20	3.863703305	1.03527618	-3.464101615	2	3.823142626	1.054660035	 False 	19	10	19	24	23	8	13	17	15	16	10	22	5	21	12	9	14	3	7	11	2	20	4	18	1	6	0
charlieCir 	 dot-jump 	 False 	203	24	1.03527618	3.863703305	-2.828427125	-2.828427125	1.054660035	3.691310122	 False 	12	10	18	19	11	7	9	3	22	12	14	5	10	1	24	13	17	6	8	16	20	2	15	4	21	23	0
charlieCir 	 dot-jump 	 False 	204	4	-2.828427125	2.828427125	-2.828427125	2.828427125	-2.636650087	2.834398844	 True 	10	10	2	3	7	16	11	23	8	10	20	19	4	12	1	6	15	18	13	5	22	9	14	17	24	21	0
charlieCir 	 dot-jump 	 False 	205	4	-2.828427125	2.828427125	-3.863703305	-1.03527618	-2.933273222	2.801440718	 False 	15	10	9	2	17	6	21	19	1	18	14	20	8	3	10	7	12	4	13	22	23	24	11	15	16	5	0
charlieCir 	 dot-jump 	 False 	206	17	3.464101615	-2	-3.464101615	-2	3.592435744	-2.142278196	 False 	9	10	1	10	3	20	12	13	4	5	15	17	9	22	24	16	8	7	19	14	23	21	18	11	2	6	0
charlieCir 	 dot-jump 	 False 	207	19	4	0	2	-3.464101615	4.020891383	-0.098874378	 False 	12	10	20	10	2	16	11	7	4	23	3	14	15	21	19	8	9	18	24	5	12	13	1	6	17	22	0
charlieCir 	 dot-jump 	 False 	208	20	3.863703305	1.03527618	-3.464101615	-2	3.856100753	1.021701909	 False 	13	10	6	13	8	15	12	1	4	14	19	18	9	21	10	20	16	5	23	2	22	11	24	3	17	7	0
charlieCir 	 dot-jump 	 False 	209	22	2.828427125	2.828427125	2.828427125	2.828427125	2.834398844	2.735524466	 True 	10	10	17	18	19	8	1	2	24	20	5	9	22	10	7	13	21	23	12	4	6	3	11	15	14	16	0
charlieCir 	 dot-jump 	 False 	210	14	1.03527618	-3.863703305	1.03527618	-3.863703305	0.988743783	-3.823142626	 True 	10	10	13	2	16	5	15	1	18	6	8	11	14	3	20	22	23	12	9	7	24	21	19	4	17	10	0
charlieCir 	 dot-jump 	 False 	211	2	-1.03527618	3.863703305	-3.464101615	2	-1.054660035	3.823142626	 False 	11	10	17	4	16	23	11	20	7	9	22	8	5	2	13	14	19	21	18	15	24	12	1	6	3	10	0
charlieCir 	 dot-jump 	 False 	212	13	0	-4	1.03527618	-3.863703305	0	-4.020891383	 False 	1	10	10	13	21	4	18	19	20	5	7	6	14	12	15	16	8	2	3	23	1	9	22	11	24	17	0
charlieCir 	 dot-jump 	 False 	213	16	2.828427125	-2.828427125	2.828427125	-2.828427125	2.966231348	-2.999189474	 True 	10	10	10	22	6	2	23	7	12	14	24	17	16	3	13	4	5	18	19	8	20	11	1	21	15	9	0
charlieCir 	 dot-jump 	 False 	214	15	2	-3.464101615	1.03527618	-3.863703305	1.845655061	-3.526519492	 False 	18	10	12	6	18	3	2	8	7	23	22	21	14	16	9	17	5	11	4	10	15	24	20	13	1	19	0
charlieCir 	 dot-jump 	 False 	215	15	2	-3.464101615	-3.863703305	1.03527618	1.911571313	-3.493561366	 False 	11	10	7	3	9	16	19	8	22	13	14	24	6	15	18	2	21	10	23	20	12	4	11	17	5	1	0
charlieCir 	 dot-jump 	 False 	216	8	-3.863703305	-1.03527618	-4	0	-3.724268248	-1.087618161	 False 	18	10	15	13	18	12	2	19	17	9	24	14	7	3	21	1	11	22	16	23	8	5	6	4	10	20	0
charlieCir 	 dot-jump 	 False 	217	22	2.828427125	2.828427125	2.828427125	2.828427125	2.768482592	2.801440718	 True 	10	10	2	15	16	24	1	4	17	20	11	3	22	12	9	5	18	13	23	6	14	7	21	19	10	8	0
charlieCir 	 dot-jump 	 False 	218	5	-3.464101615	2	3.464101615	2	-3.493561366	1.944529439	 False 	5	10	6	19	2	8	22	5	3	11	16	10	21	9	17	23	4	12	14	13	24	7	18	1	15	20	0
charlieCir 	 dot-jump 	 False 	219	4	-2.828427125	2.828427125	-2.828427125	2.828427125	-2.966231348	2.834398844	 True 	10	10	20	14	16	24	9	13	6	17	22	10	4	5	21	12	2	15	11	1	18	23	3	7	8	19	0
charlieCir 	 dot-jump 	 False 	220	22	2.828427125	2.828427125	2	3.464101615	2.900315096	2.86735697	 False 	8	10	20	8	17	15	13	3	24	16	22	6	23	14	4	18	7	12	2	9	21	1	11	19	5	10	0
charlieCir 	 dot-jump 	 False 	221	12	-1.03527618	-3.863703305	0	-4	-0.988743783	-3.922017005	 False 	13	10	1	15	21	9	6	2	24	16	14	11	13	10	23	12	22	4	5	7	8	19	17	3	18	20	0
charlieCir 	 dot-jump 	 False 	222	10	-2.828427125	-2.828427125	3.464101615	-2	-2.669608213	-2.834398844	 False 	19	10	19	9	21	4	5	7	3	15	1	13	17	11	22	6	2	14	23	18	16	10	24	8	12	20	0
charlieCir 	 dot-jump 	 False 	223	15	2	-3.464101615	-1.03527618	3.863703305	2.010445692	-3.592435744	 False 	11	10	3	9	20	1	17	10	5	23	16	11	2	15	24	7	14	8	21	19	12	6	22	18	4	13	0
charlieCir 	 dot-jump 	 False 	224	15	2	-3.464101615	-3.464101615	2	1.944529439	-3.493561366	 False 	15	10	6	7	21	1	20	9	2	8	19	16	5	11	10	3	24	15	12	4	13	23	17	14	18	22	0
charlieCir 	 dot-jump 	 False 	225	13	0	-4	-1.03527618	3.863703305	-0.131832504	-4.086807635	 False 	11	10	9	23	7	17	24	12	16	5	3	10	2	13	19	6	18	8	14	15	1	11	21	22	20	4	0
charlieCir 	 dot-jump 	 False 	226	12	-1.03527618	-3.863703305	0	-4	-1.021701909	-3.856100753	 False 	15	10	14	16	15	5	7	24	9	4	10	17	13	11	23	21	6	12	22	8	20	18	2	19	3	1	0
charlieCir 	 dot-jump 	 False 	227	3	-2	3.464101615	2	-3.464101615	-1.878613187	3.559477618	 False 	21	10	7	12	13	17	8	5	16	23	1	22	15	4	24	2	10	21	19	20	9	14	11	3	18	6	0
charlieCir 	 dot-jump 	 False 	228	21	3.464101615	2	-2	-3.464101615	3.361728861	1.845655061	 False 	9	10	12	3	15	19	5	8	1	4	24	21	11	22	6	18	17	9	14	16	23	13	7	20	2	10	0
charlieCir 	 dot-jump 	 False 	229	17	3.464101615	-2	3.863703305	1.03527618	3.526519492	-2.076361944	 False 	15	10	4	12	23	5	19	3	14	13	7	24	20	9	2	22	18	17	6	16	10	15	21	1	8	11	0
charlieCir 	 dot-jump 	 False 	230	12	-1.03527618	-3.863703305	-1.03527618	-3.863703305	-1.054660035	-3.954975131	 True 	10	10	17	9	5	15	24	7	8	18	14	11	12	20	23	19	13	1	21	22	16	2	3	6	4	10	0
charlieCir 	 dot-jump 	 False 	231	19	4	0	-1.03527618	3.863703305	3.987933257	-0.065916252	 False 	11	10	6	5	11	16	12	7	4	10	9	18	2	19	3	14	17	20	21	13	8	15	23	1	22	24	0
charlieCir 	 dot-jump 	 False 	232	16	2.828427125	-2.828427125	2.828427125	-2.828427125	2.86735697	-2.768482592	 True 	10	10	15	4	21	19	5	3	20	2	23	10	16	7	22	17	12	6	1	24	8	9	13	14	18	11	0
charlieCir 	 dot-jump 	 False 	233	10	-2.828427125	-2.828427125	-3.464101615	-2	-2.702566339	-3.0321476	 False 	2	10	8	3	10	19	16	7	6	2	15	14	9	20	24	18	23	21	4	13	12	17	1	11	5	22	0
charlieCir 	 dot-jump 	 False 	234	7	-4	0	-2.828427125	2.828427125	-4.020891383	-0.065916252	 False 	17	10	8	21	6	9	24	1	15	13	3	2	4	17	5	20	14	10	23	7	16	19	12	11	22	18	0
charlieCir 	 dot-jump 	 False 	235	20	3.863703305	1.03527618	3.863703305	1.03527618	3.856100753	1.021701909	 True 	10	10	9	24	3	17	5	21	1	14	8	19	20	11	7	6	23	15	10	22	4	12	16	18	2	13	0
charlieCir 	 dot-jump 	 False 	236	13	0	-4	1.03527618	-3.863703305	0	-4.152723887	 False 	19	10	20	3	2	8	10	15	7	22	18	9	14	12	11	24	23	5	6	1	16	13	21	4	19	17	0
charlieCir 	 dot-jump 	 False 	237	21	3.464101615	2	-3.464101615	2	3.592435744	2.076361944	 False 	16	10	8	19	3	14	23	4	9	24	2	18	5	13	12	20	11	10	21	6	17	16	22	7	1	15	0
